"","Admission Date","Company Name","ICB Industry","ICB Super-Sector","Country of Incorporation","World Region","Market","International Issuer","Company Market Cap (£m)"
"","16/02/1994","TRIFAST PLC","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","233.72"
"","14/02/2013","TRINITY EXPLORATION & PRODUCTION PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","36.87"
"","18/02/2008","TRIPLE POINT INCOME VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","53.63"
"","08/08/2017","TRIPLE POINT SOCIAL HOUSING REIT PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","347.39"
"","24/12/2010","TRIPLE POINT VCT 2011 PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","21.24"
"","27/08/2010","TRI-STAR RESOURCES PLC","Telecommunications","Telecommunications","United Kingdom","Europe","AIM ","No","12.61"
"","01/06/2005","TRISTEL PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","177.69"
"","09/12/2013","TRITAX BIG BOX REIT PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","2,384.64"
"","09/07/2018","TRITAX EUROBOX PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","381.3"
"","18/07/1988","TROY INCOME & GROWTH TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","275.06"
"","11/03/1953","TR PROPERTY INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,510.59"
"","21/02/2018","TRUFIN PLC","Financials","Financial Services ","Jersey","Europe","AIM ","No","33.54"
"","09/12/1948","TT ELECTRONICS PLC","Technology","Technology","United Kingdom","Europe","MAIN MARKET ","No","388.77"
"","20/12/2017","TUFTON OCEANIC ASSETS LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","205.32"
"","17/12/2014","TUI AG","Consumer Discretionary","Travel and Leisure","Germany","Europe","MAIN MARKET ","Yes","4,584.94"
"","18/12/2000","TULLOW OIL PLC","Energy","Energy","United Kingdom","Europe","MAIN MARKET ","No","715.78"
"","21/05/2012","TUNGSTEN CORPORATION PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","47.41"
"","14/05/1998","TURKIYE IS BANKASI A.S.","Financials","Banks","Turkey","Europe","MAIN MARKET ","Yes","-"
"","06/03/2013","TWENTYFOUR INCOME FUND LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","570.33"
"","10/03/2014","TWENTYFOUR SELECT MONTHLY INCOME FUND LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","181.85"
"","25/09/2002","TWO SHIELDS INVESTMENTS PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","4.57"
"","27/04/2007","TYMAN PLC","Industrials","Construction and Materials","United Kingdom","Europe","MAIN MARKET ","No","532.77"
"","25/04/2018","UAE OIL SERVICES PLC","Financials","Financial Services ","Isle of Man","Europe","MAIN MARKET ","No","5.5"
"","14/07/1986","U AND I GROUP PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","224.52"
"","05/03/1992","UDG HEALTHCARE PUBLIC LIMITED COMPANY","Health Care ","Health Care  ","Ireland","Europe","MAIN MARKET ","Yes","1,877.68"
"","20/06/2007","UIL FINANCE LIMITED","Financials","Financial Services ","Bermuda","North America","MAIN MARKET ","Yes","160.38"
"","20/06/2007","UIL LIMITED","Financials","Financial Services ","Bermuda","North America","MAIN MARKET ","Yes","203.39"
"","22/09/2006","UK COMMERCIAL PROPERTY REIT LIMITED","Real Estate","Real Estate ","Guernsey","Europe","MAIN MARKET ","No","1,126.59"
"","07/07/2015","UK MORTGAGES LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","192.51"
"","02/03/2005","UK OIL & GAS PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","49.66"
"","11/02/2005","UKRPRODUCT GROUP LIMITED","Consumer Staples ","Food, Beverage and Tobacco ","Jersey","Europe","AIM ","No","0.98"
"","28/07/2014","ULS TECHNOLOGY PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","41.52"
"","08/12/1999","ULTIMATE SPORTS GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","10.14"
"","03/10/1996","ULTRA ELECTRONICS HOLDINGS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","1,602.31"
"","05/11/2001","UNICORN AIM VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","193.54"
"","11/08/1939","UNILEVER PLC","Consumer Staples ","Personal Care, Drug and Grocery Stores ","United Kingdom","Europe","MAIN MARKET ","No","52,962.80"
"","30/07/2013","UNION JACK OIL PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","23.55"
"","17/07/2019","UNIPHAR PLC","Consumer Staples ","Personal Care, Drug and Grocery Stores ","Ireland","Europe","AIM ","Yes","294.94"
"","29/01/1970","UNISYS CORPORATION","Technology","Technology","United States","North America","MAIN MARKET ","Yes","402.81"
"","29/06/2007","UNITED BANK LIMITED","Financials","Banks","Pakistan","Asia","PROFESSIONAL SECURITIES MARKET ","Yes","-"
"","17/02/2005","UNITED CARPETS GROUP PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","AIM ","No","4.27"
"","10/11/2015","UNITED OIL & GAS PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","11.58"
"","28/07/2008","UNITED UTILITIES GROUP PLC","Utilities","Utilities","United Kingdom","Europe","MAIN MARKET ","No","6,910.94"
"","11/04/2000","UNITE GROUP PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","4,624.12"
"","03/08/1995","UNIVERSE GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","17.24"
"","16/12/2005","UNIVISION ENGINEERING LIMITED","Industrials","Industrial Goods and Services","Hong Kong","Asia","AIM ","Yes","6.14"
"","01/03/2017","UP GLOBAL SOURCING HOLDINGS PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","67.71"
"","26/10/2015","UPLAND RESOURCES LIMITED","Financials","Financial Services ","Jersey","Europe","MAIN MARKET ","No","7.84"
"","22/05/2014","URBAN&CIVIC PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","526.89"
"","09/05/2018","URBAN EXPOSURE PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","108.57"
"","13/04/2016","URBAN LOGISTICS REIT PLC","Real Estate","Real Estate ","United Kingdom","Europe","AIM ","No","129.43"
"","12/09/2007","URU METALS LIMITED","Basic Materials","Basic Resources","British Virgin Islands","North America","AIM ","Yes","1.13"
"","16/04/2019","US SOLAR FUND PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","151.79"
"","03/04/2018","UTILICO EMERGING MARKETS TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","522.25"
"","26/09/2019","VAALCO ENERGY, INC.","Energy","Energy","United States","North America","MAIN MARKET ","Yes","101.27"
"","25/04/2019","VALEURA ENERGY INC","Energy","Energy","Canada","North America","MAIN MARKET ","Yes","-"
"","03/10/2006","VALIRX PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","1.27"
"","14/07/1981","VALUE AND INCOME TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","130.27"
"","26/10/2016","VAN ELLE HOLDINGS PLC","Industrials","Construction and Materials","United Kingdom","Europe","AIM ","No","45.4"
"","30/06/2006","VAST RESOURCES PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","33.39"
"","18/07/2007","VECTURA GROUP PLC","","","United Kingdom","Europe","MAIN MARKET ","No","569.89"
"","20/10/2003","VELA TECHNOLOGIES PLC","Consumer Discretionary","Media","United Kingdom","Europe","AIM ","No","1.46"
"","18/05/2017","VELOCITY COMPOSITES PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","15.08"
"","20/11/2008","VELOCYS PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","17.22"
"","30/06/2016","VELTYCO GROUP PLC","Consumer Discretionary","Travel and Leisure","Isle of Man","Europe","AIM ","No","8.05"
"","28/03/2014","VENTURE LIFE GROUP PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","30.55"
"","17/03/2006","VENTUS 2 VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","36.05"
"","15/03/2005","VENTUS VCT PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","35.18"
"","10/08/2017","VERDITEK PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","6.65"
"","19/09/2006","VERONA PHARMA PLC","Health Care ","Health Care  ","United Kingdom","Europe","AIM ","No","55.3"
"","12/06/2013","VERSARIEN PLC","Basic Materials","Chemicals","United Kingdom","Europe","AIM ","No","106.21"
"","19/01/2015","VERTU CAPITAL LIMITED","Financials","Financial Services ","Cayman Islands","North America","MAIN MARKET ","Yes","0.84"
"","27/03/2007","VERTU MOTORS PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","AIM ","No","134.38"
"","17/12/2012","VESUVIUS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","1,179.78"
"","26/10/2006","VIANET GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","44.44"
"","27/07/2004","VICTORIA OIL & GAS PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","18.96"
"","16/12/2013","VICTORIA PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","551.75"
"","21/12/1995","VICTREX PLC","Basic Materials","Chemicals","United Kingdom","Europe","MAIN MARKET ","No","1,917.29"
"","05/07/2016","VIETNAM ENTERPRISE INVESTMENTS LIMITED","Financials","Financial Services ","Cayman Islands","North America","MAIN MARKET ","Yes","994.36"
"","15/06/2006","VIETNAM HOLDING LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","87.74"
"","30/09/2003","VINACAPITAL VIETNAM OPPORTUNITY FUND LD","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","579.83"
"","21/09/2005","VINTANA PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","0.85"
"","02/02/2016","VIRGIN MONEY UK PLC","Financials","Banks","United Kingdom","Europe","MAIN MARKET ","No","2,354.46"
"","09/12/1997","VISTRY GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","3,004.85"
"","18/12/1972","VITEC GROUP PLC (THE)","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","467.31"
"","04/05/2018","VIVO ENERGY PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","1,418"
"","26/10/1988","VODAFONE GROUP PLC","Telecommunications","Telecommunications","United Kingdom","Europe","MAIN MARKET ","No","39,969.07"
"","20/07/1939","VOLEX PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","246.53"
"","25/04/2007","VOLGA GAS PLC","Energy","Energy","United Kingdom","Europe","AIM ","No","24.25"
"","29/05/2015","VOLTA FINANCE LIMITED","Financials","Financial Services ","Guernsey","Europe","MAIN MARKET ","No","404.89"
"","23/06/2014","VOLUTION GROUP PLC","Industrials","Construction and Materials","United Kingdom","Europe","MAIN MARKET ","No","478.89"
"","24/12/2002","VOLVERE PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","20.63"
"","29/10/2012","VORDERE PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","58.16"
"","17/03/2015","VPC SPECIALTY LENDING INVESTMENTS PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","251.03"
"","06/04/1973","VP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","399.13"
"","12/03/2018","VR EDUCATION HOLDINGS PLC","Technology","Technology","Ireland","Europe","AIM ","Yes","13.23"
"","21/12/2006","WALCOM GROUP LIMITED","Consumer Staples ","Food, Beverage and Tobacco ","British Virgin Islands","North America","AIM ","Yes","0.21"
"","22/08/1996","WALKER CRIPS GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","11.5"
"","15/04/2003","WALKER GREENBANK PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","52.88"
"","10/11/2010","WALSIN LIHWA CORPORATION","Industrials","Industrial Goods and Services","Taiwan","Asia","ADMISSION TO TRADING ONLY ","Yes","-"
"","31/10/2005","WAMEJA LIMITED","Energy","Energy","Australia","Pacific","AIM ","Yes","84.15"
"","01/06/2012","WANDISCO PLC","Technology","Technology","Jersey","Europe","AIM ","No","218.05"
"","20/09/2017","WAREHOUSE REIT PLC","Real Estate","Real Estate ","United Kingdom","Europe","AIM ","No","279.9"
"","30/11/2016","WARPAINT LONDON PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","61.4"
"","30/05/2019","WATCHES OF SWITZERLAND GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","MAIN MARKET ","No","894.13"
"","27/12/2006","WATCHSTONE GROUP PLC","Technology","Technology","United Kingdom","Europe","AIM ","No","62.04"
"","30/07/2010","WATER INTELLIGENCE PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","49.02"
"","23/03/2016","WATKIN JONES PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","632.91"
"","09/05/2000","WEBIS HOLDINGS PLC","Consumer Discretionary","Travel and Leisure","Isle of Man","Europe","AIM ","No","6.29"
"","25/01/1946","WEIR GROUP PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","3,499.57"
"","14/05/2013","WEISS KOREA OPPORTUNITY FUND LTD.","Financials","Financial Services ","Guernsey","Europe","AIM ","No","125.28"
"","02/11/2018","WENTWORTH RESOURCES PLC","Energy","Energy","Jersey","Europe","AIM ","No","42.36"
"","21/06/2007","WESTMINSTER GROUP PLC","Consumer Discretionary","Consumer Products and Services","United Kingdom","Europe","AIM ","No","19.45"
"","02/10/1995","WESTMOUNT ENERGY LIMITED","Energy","Energy","Jersey","Europe","AIM ","No","18.12"
"","30/10/1992","WETHERSPOON ( J.D.) PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","1,623.56"
"","11/12/2015","WEY EDUCATION PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","20.35"
"","27/07/2000","W.H. IRELAND GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","AIM ","No","26.05"
"","09/07/1948","WHITBREAD PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","5,976.44"
"","01/09/2006","WH SMITH PLC","Consumer Discretionary","Retail ","United Kingdom","Europe","MAIN MARKET ","No","2,752.23"
"","20/06/2002","WILLIAM HILL PLC","Consumer Discretionary","Travel and Leisure","United Kingdom","Europe","MAIN MARKET ","No","1,511.40"
"","17/08/2017","WILMCOTE HOLDINGS PLC","Financials","Financial Services ","Jersey","Europe","AIM ","No","20.13"
"","06/12/1995","WILMINGTON PLC","Consumer Discretionary","Media","United Kingdom","Europe","MAIN MARKET ","No","213.64"
"","18/05/2001","WINCANTON PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","MAIN MARKET ","No","366.16"
"","30/03/2015","WINDAR PHOTONICS PLC","Industrials","Industrial Goods and Services","United Kingdom","Europe","AIM ","No","14.93"
"","13/11/2013","WISDOM MARINE LINES CO., LIMITED","Industrials","Industrial Goods and Services","Cayman Islands","North America","MAIN MARKET ","Yes","-"
"","16/07/2012","WISHBONE GOLD PLC","Basic Materials","Basic Resources","Gibraltar","Europe","AIM ","Yes","0.5"
"","27/10/1950","WITAN INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,900.80"
"","11/02/1952","WITAN PACIFIC INVESTMENT TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","203.57"
"","02/03/2015","WIZZ AIR HOLDINGS PLC","Consumer Discretionary","Travel and Leisure","Jersey","Europe","MAIN MARKET ","No","3,054.07"
"","17/09/2010","WOODBOIS LIMITED","Consumer Staples ","Personal Care, Drug and Grocery Stores ","Guernsey","Europe","AIM ","No","27.01"
"","05/06/2002","WOOD GROUP (JOHN) PLC","Energy","Energy","United Kingdom","Europe","MAIN MARKET ","No","2,577.43"
"","18/02/2016","WORK SERVICE S.A.","Industrials","Industrial Goods and Services","Poland","Europe","MAIN MARKET ","Yes","36.07"
"","15/12/1993","WORKSPACE GROUP PLC","Real Estate","Real Estate ","United Kingdom","Europe","MAIN MARKET ","No","2,197.82"
"","24/11/2011","WORLDLINK GROUP PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","3.36"
"","27/03/1997","WORLDSEC LD","Financials","Financial Services ","Bermuda","North America","MAIN MARKET ","Yes","3.83"
"","18/08/1988","WORLD TRADE SYSTEMS PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","0.39"
"","28/04/1995","WORLDWIDE HEALTHCARE TRUST PLC","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","1,619.33"
"","23/05/2005","WORSLEY INVESTORS LIMITED","Financials","Financial Services ","United Kingdom","Europe","MAIN MARKET ","No","6.27"
"","11/01/1954","WORTHINGTON GROUP PLC","Basic Materials","Basic Resources","United Kingdom","Europe","MAIN MARKET ","No","21.76"
"","19/11/2008","WPP PLC","Consumer Discretionary","Media","Jersey","Europe","MAIN MARKET ","No","11,783.52"
"","04/11/2004","W RESOURCES PLC","Basic Materials","Basic Resources","United Kingdom","Europe","AIM ","No","19.79"
"","24/05/2004","WYNNSTAY GROUP PLC","Consumer Staples ","Food, Beverage and Tobacco ","United Kingdom","Europe","AIM ","No","55.71"
"","21/09/1995","WYNNSTAY PROPERTIES PLC","Real Estate","Real Estate ","United Kingdom","Europe","AIM ","No","16.13"
"","11/05/2005","X5 RETAIL GROUP N.V","Consumer Staples ","Personal Care, Drug and Grocery Stores ","Netherlands","Europe","MAIN MARKET ","Yes","-"
